75.09483    39.94665    40.06789    76.42874    62.77800    
38.20701    69.16620     2.29297    55.18835    44.97346    
36.08686    11.24971    36.71431    15.48000    51.05421    
79.49618     3.05563    52.84421    47.38400    32.96700    
55.83800    30.75310    70.52479    58.50824    62.01940    
71.99949    23.33942    58.80146    81.00590    36.69800    
44.90946    29.49200    29.68800    79.05864    11.96700    
60.41180    36.57020    69.58015    38.11870    27.72850    
65.32117    42.07389    59.58960    11.87510    15.84101    
27.71604     2.75876    29.03209    22.63535    52.96510    
26.52162    95.97110    41.25983    63.92583    88.30807    
74.87100    39.66146     0.39155    13.74546    98.82650    
89.78699    53.74316    70.85650    30.45554    77.93329    
37.32707    46.14103    55.87700    52.27911    48.97462    
91.33253    29.50500    24.00393    90.05500     7.28375    
 0.14317    93.26100    62.08947    33.39842    34.33415    
12.14635    29.52000    55.04500    45.09557    43.67004    
49.23803    79.32790    27.53504    38.13687    58.66933    
94.00470    70.79580    28.85300    65.92936    67.45700    
86.90960    46.59900    18.45200    36.77300    14.36323    
53.41971    65.04228    45.29013    37.55446    76.64977    
52.56626    17.14600    15.36614    35.72620    86.99890    
15.05074    17.58500    58.61690    31.30400    17.74250    
55.94259    48.62904    69.09460    48.66400    18.71043    
 9.04352    36.45200    78.11430    63.03360     5.81420    
94.31152    11.98543     8.78266    37.38580    95.66674    
94.80465    43.08705    52.89494    79.97588    95.69470    
74.64321    94.02375     7.06126    21.49330    54.82271    
60.80175    29.98157    53.93671    72.45900    71.80568    
 3.16450    27.08700    84.35395    52.83948    18.45100    
15.80914    98.24960    52.45523     6.08117    51.26011    
10.34600    64.46610    96.80554    83.61399     8.42737    
22.37210     4.69184    84.36515    98.03853    41.40944    
13.72330    39.04608    89.96130    47.20798     8.60908    
79.78000    92.31601    65.85120    48.61877    49.63707    
89.68359    16.10188     4.53413     2.92807    63.31700    
83.69600    51.69000    27.70198    26.81623    12.64380    
59.26120     7.33300    47.96625    71.52160     9.16618    
13.40247    23.63000    92.05223     1.01651    83.60013    
27.03980    87.57150    34.36253    47.30060    23.47497    
22.35588     1.52343    32.71195    70.93440    43.76211    
12.12017    82.63839    82.16100    82.45150    30.31794    
96.83083    91.32113    20.00477    13.71077    96.93667    
 3.65180    10.84300    21.88012    12.24220    40.96448    
 7.80401    36.80795    94.04851    62.80380    73.24353    
64.11730    67.72819    65.87400    60.77200    10.06010    
51.83973    91.52809    23.57499    23.69502    58.41008    
20.26284    82.52447    74.65824    41.60749    79.39597    
36.45517    90.67839    53.93405    58.44254    47.67017    
18.06800    40.13370    88.85403    54.87580    68.27730    
88.17919    72.50931    83.47380    13.95773    49.86830    
 1.80041     7.89618    49.73500    42.35120    72.94015    
85.60491    44.71051    84.53420    39.33178    27.60064    
25.49164    85.86452    50.77553    67.43728    59.68276    
39.40100    61.00089    79.20850    64.65470    35.49701    
59.92910     6.24959    26.85420    82.54880    41.21844    
45.30668    63.44341    96.40141    42.14005    83.93399    
19.12213    47.48040    74.92564    32.68470    66.02530    
97.51123    94.47011    55.25900    67.42624    83.16303    
20.49387    59.98042    35.09652     1.51520    25.70533    
24.05783    96.88568    71.01900    49.72120    17.76223    
96.90734    23.76671    15.57400    53.95489    15.23661    
37.75623    84.79400    26.55746    15.81264    75.83720    
32.98177    77.74460    65.71339    14.89426    20.32164    
61.32361    52.00039    28.99800     9.41121    33.41812    
37.49785    28.77900    27.84978    82.00686    75.45514    
 0.85657    41.58800    93.17226    86.84503    79.44350    
85.85568    70.22314    98.59800    15.20693    42.70898    
42.09183    86.72792    96.94710     9.24013    92.67346    
47.94697    71.11944    89.59524    10.20316    20.20196    
56.51871    88.24660    98.50408    59.81858    87.60788    
51.63170    86.24613     0.48294    28.68220    16.85572    
92.30060    88.14168    46.89360    36.00300    80.06955    
89.10575     5.09845    21.37077    48.81394    62.68762    
32.17189    85.61499    89.60490    34.46967    90.04100    
 5.10864    96.90309    44.24900    51.89637     1.87633    
26.10791    34.32010    16.52442    55.71720    72.66400    
41.53929    92.89938    39.98700    80.28440    44.51546    
94.34500    49.92460    45.65933    91.74291    58.32225    
43.86173    45.97988    39.49857    46.30541    65.04900    
51.34800    62.29142    89.39453     4.02251    89.18001    
30.23900    62.73400     0.30349    21.22460    93.10910    
75.41874    50.36583    17.36715    89.28564    72.45344    
22.59800    23.70100    36.20470    42.31697    18.17334    
28.90520    16.14469    65.40700    86.45845    42.78167    
58.25818    86.32420    35.23598    60.52060    71.54182    
55.82879     9.20145    46.20100    47.65304    36.86700    
28.58989    63.06849    51.07348    35.08938    78.82680    
14.14670    66.51606    16.32910    43.23020    73.38200    
58.96081    69.66875    86.54200    49.93220    55.64828    
84.15356    46.74322    59.30110    56.58489    71.39128    
83.31030    58.46900    10.15470    36.05190    28.55344    
51.25490    33.27667    56.58260     3.20120    67.61100    
22.32269     0.31426    10.68187    60.60934    63.89100    
54.54058    91.09609    70.26010    88.55200    59.57600    
80.11643    29.42919    49.46460    38.62677    65.47040    
70.14100    64.50510    39.19440    63.20511    73.68322    
55.56370    95.36852    27.29701    19.46240    35.96720    
 1.94612    34.56872    27.22600    43.57300    27.69742    
48.06290    51.92200    94.97470    88.60810    37.88713    
