    75.0948271,     39.946652,    0040.0678907,  76.4287366,  000062.778
    038.207011,00069.1662, 2.2929683,    000055.18835,      44.97346376
  0036.08686,     11.249705,    36.71430588, 000000015.48,0051.05421
    79.49618,    0003.0556269,      52.84420583,     000047.384, 0032.967
  00055.838, 0030.7531,      70.52479448,  00058.508243,     000062.0194
      71.9994888,     0023.339421,   0058.8014615,    0081.0059, 0000036.698
   44.9094596,      0000029.492, 0000029.688,      079.05864,     000011.967
     00060.4118,  036.5702, 00069.580148,    038.1187,027.7285
    65.321167,     0042.0738907,  00059.5896,  00011.8751, 0015.8410081
    027.7160386,     02.7587645,      29.03208784,    22.6353488,00052.9651
 00026.521621,     0095.9711,   41.25982756,   63.92582912,      88.30807263
  0074.871,  00039.661461,  0.391554401,      13.745464,  0000098.8265
     089.786986,    000053.74316,      0070.8565,000030.45554,   00077.93329
 37.327067,    46.1410325,   00000055.877,  52.27911119,   048.97462
     91.33253,    00029.505,      00024.003927,      00000090.055,   007.28375
   000.14317,  00093.261, 62.08947148,33.398416,    000034.33415
   0012.14635,      00029.52,    0055.045,  45.09556667,     043.6700352
 0049.238025,    00079.3279,  00027.53504,  00038.136871,  00058.66933
 094.0047,      0000070.7958,   28.8529996,      0065.9293639,      00000067.457
  0000086.9096,   00046.599,  00000018.452,  0036.7729994,  014.3632277
     000053.41971,0065.0422843,045.2901287,      37.5544574,076.64976948
      0052.56626,   0017.146,  00015.366145,     000035.7262,    00086.9989
    00015.050745,      00017.585,     058.6169, 000031.304,000017.7425
     0055.942588,  48.6290385,     00069.0946,00048.664, 18.71043
  9.04352347,    0036.452,      78.11430042,000063.0336,  0005.8142
094.31152,000011.98543,     008.7826552,  037.38580189, 95.6667414
    94.804649,      00043.087054,     0052.894944,79.975877,0095.6947044
    74.64320557,    94.02374981,   07.061258901,  0021.4933,00054.82271
60.8017457,29.98157302, 53.936709,0000072.459,  071.80568377
  0003.1645,00027.087,     84.353952,     52.83948,  0018.451
    000015.80914,  0098.2496,      00052.455234,    6.08117497, 000051.26011
   00010.346,      0000064.4661,      96.80554006,    000083.61399,     08.4273711
  0000022.3721,  04.691837, 084.3651499, 000098.03853,     0041.4094399
  0013.7233,   039.046085,    0089.9612955,      0047.207977,  8.609076141
0079.7799966,0092.316007,   0000065.8512,     00048.618767,      49.63706939
 89.6835932,  16.10188263,    000004.53413,   2.928071716, 00063.317
      0000083.696, 000000051.69,     027.7019804,  026.8162253,  012.6438
0000059.2612, 0007.333,   47.9662525,      0000071.5216,  09.1661818
   00013.40247,     000000023.63,      92.05223, 001.01651028,   83.600126
  027.0398,  000087.5715, 34.3625251,047.3005971,    23.474969
  0022.35588, 0001.52343,   32.7119502,070.93439769,      043.762111
      12.1201743,  82.63839,     000082.161,  000082.4515,  000030.31794
 096.83082804,    91.32112533,  0020.00477,  13.710768, 96.93667333
 00003.6518,     0010.843,   00021.880118,    0000012.2422,  40.96448
007.80401,00036.80795,    94.04850727, 062.8038, 73.2435272
    000064.1173,      67.72818775,      00065.874,     000060.772,      00010.0601
   51.839728,  000091.52809,     00023.57499,    23.69502132,      00058.41008
      20.262837,   082.52447,   74.65824, 41.60748642,     079.3959726
  0036.4551668, 00090.678388,   000053.93405,   058.442543, 047.670168
      0000018.068, 040.1337,      88.85403467,  054.8758, 0068.2772974
    0088.179185,   72.50931313,   83.47380224,      13.9577271,0049.868304
